id,names,addresses,cities,states,zips,phones,dates,years,licences,websites,numdisp,ndyear,ndstate
544080822,"Urban Pharm","122 10th Street","San Francisco","California","94103","4158729488","September 19th, 2013",2013,"medical","http://weedmaps.com/dispensaries/urban-pharm#/details",1,47,170
552934598,"The Clinic","678 N Wilson Way 1","Stockton","California","95205","2099370193","January 16th, 2015",2015,"medical","http://weedmaps.com/dispensaries/stockton-patient-clinic#/details",1,107,170
458201736,"MVP  CLUB","24490 Sunnymead Blvd #118","Moreno Valley","California","92553","9514863600","January 7th, 2016",2016,"medical","http://weedmaps.com/dispensaries/the-green-mine-2#/details",1,18,170
487796572,"EXHALE MED CENTER PRE-ICO","980 North La Cienega #102","Los Angeles","California","90069","4242799497","March 13th, 2015",2015,"medical","http://weedmaps.com/dispensaries/exhale-med-center#/details",1,107,170
960863576,"SCSA South Coast Safe Access - Santa Ana 92705","1900 Warner Ave. Unit A","Santa Ana","California","92705","9494747272","August 19th, 2015",2015,"medical","http://weedmaps.com/dispensaries/scsa-south-coast-safe-access#/details",1,107,170
413373966,"HOLLYWEED","5142 Venice Blvd","Los Angeles","California","90019","3239395299","December 19th, 2014",2014,"medical","http://weedmaps.com/dispensaries/hollyweed#/details",1,65,170
954540400,"Broadways 35 Spot","4529 South Broadway","Los Angeles","California","90037","1234567","March 30th, 2015",2015,"medical","http://weedmaps.com/dispensaries/nhc#/details",1,107,170
161546983,"G Mile","31651 Hwy 74","Homeland","California","92548","9513255600","July 23rd, 2014",2014,"medical","http://weedmaps.com/dispensaries/g-mile#/details",1,65,170
362035548,"NNCC Inc. PRE-ICO","9021 Exposition Blvd","Los Angeles","California","90034","3102026622","February 24th, 2014",2014,"medical","http://weedmaps.com/dispensaries/nncc-nature-s-natural-collective-care#/details",1,65,170
440496244,"Monterey Bay Alternative Medicine","800 Portola Drive","Del Rey Oaks","California","93940","8313932500","February 13th, 2010",2010,"medical","http://weedmaps.com/dispensaries/monterey-bay-alternative-medicine#/details",1,17,170
934009697,"The Green Rose","4569 Melrose Ave","Hollywood","California","90029","3235357427","October 28th, 2013",2013,"medical","http://weedmaps.com/dispensaries/the-green-rose#/details",1,47,170
981367451,"Cookies SF","5234 Mission St.","San Francisco","California","94112","4157695001","February 24th, 2016",2016,"medical","http://weedmaps.com/dispensaries/cookies-sf#/details",1,18,170
529493669,"Divine Vitality","102 Brundage Lane","Bakersfield","California","93304","6613222811","January 2nd, 2015",2015,"medical","http://weedmaps.com/dispensaries/divine-vitality-2#/details",1,107,170
118377823,"The WEED - Wellness Earth Energy Dispensary","11557 Ventura Blvd.","Studio City","California","91604","8189802266","July 3rd, 2013",2013,"medical","http://weedmaps.com/dispensaries/concentrate-leader#/details",1,47,170
641183377,"The Holistic Center - Modesto","4819 Yosemite Blvd","Empire","California","95319","2095501615","October 28th, 2010",2010,"medical","http://weedmaps.com/dispensaries/the-holistic-center-modesto#/details",1,17,170
851029311,"Organic Greens Collective","298 Orange Ave Suite B","Goleta","California","93117","805.770.0580","July 18th, 2014",2014,"medical","http://weedmaps.com/dispensaries/organic-greens-collective#/details",1,65,170
519749287,"HIGH SPOT","19459 Ventura Blvd.","Tarzana","California","91356","7474774707","December 27th, 2014",2014,"medical","http://weedmaps.com/dispensaries/high-spot#/details",1,65,170
298152814,"Next Level Caregivers","31251 Highway 74","Homeland","California","92548","9519260261Delivery:9512307367","March 11th, 2011",2011,"medical","http://weedmaps.com/dispensaries/next-level-caregivers-homeland#/details",1,23,170
276345861,"MedLogic Inc. - Perris","802 NAVAJO RD SUITE J (SINGLE STORY INDIAN HILLS CENTER)","Perris","California","92570","9519437800","September 10th, 2015",2015,"medical","http://weedmaps.com/dispensaries/apple-valley-medical-alliance-inc#/details",1,107,170
450037219,"APC","1671 W. Katella Ave. Suite #135","Anaheim","California","92802","7148762709","March 30th, 2015",2015,"medical","http://weedmaps.com/dispensaries/anaheim-patient-care#/details",1,107,170
656704039,"Miramar Private Club","9350 Trade Place Suite E","San Diego","California","92126","8582296859","August 25th, 2014",2014,"medical","http://weedmaps.com/dispensaries/miramar-patients-group-2#/details",1,65,170
494379557,"SunGrow - Palm Springs","17003 Palm Dr","Desert Hot Springs","California","92240","7603295000","April 7th, 2015",2015,"medical","http://weedmaps.com/dispensaries/sungrow#/details",1,107,170
969660392,"Nu Gen LB 24/7","2242 Long Beach Blvd","Long Beach","California","90806","5624261395","February 25th, 2013",2013,"medical","http://weedmaps.com/dispensaries/nu-gen-lb#/details",1,47,170
396225674,"Elemental Wellness","985 Timothy Drive","San Jose","California","95133","4084333344","August 24th, 2010",2010,"medical","http://weedmaps.com/dispensaries/elementalwellness#/details",1,17,170
604884614,"KUSH PALACE (PRE-ICO) BEST DAILY DEALS","10950 S. MAIN STREET","LOS ANGELES","California","90061","3239842904","February 26th, 2015",2015,"medical","http://weedmaps.com/dispensaries/kush-palace-pre-ico-best-daily-deals#/details",1,107,170
465756010,"Green Gold Cultivators","568 Angels Rd.","San Andreas","California","95249","2096748008","March 25th, 2014",2014,"medical","http://weedmaps.com/dispensaries/green-gold-cultivators#/details",1,65,170
442026091,"Chula Vista Meds","1067 Broadway Suite 103","Chula Vista","California","91911","6192138491","March 3rd, 2016",2016,"medical","http://weedmaps.com/dispensaries/chula-vista-meds#/details",1,18,170
324595789,"W main WC","905 W Main Street Suite F","El Cajon","California","92020","6193069538","May 20th, 2011",2011,"medical","http://weedmaps.com/dispensaries/greenfield-flowers#/details",1,23,170
932159285,"Acme Silver Place","1261 S Hacienda Blvd (right before 60 W Fwy on-ramp)","Hacienda Heights","California","91745","6263303121","February 11th, 2016",2016,"medical","http://weedmaps.com/dispensaries/the-clinic-walk-ins-welcome#/details",1,18,170
929881554,"Ontana Planet Green","300 J St.","Needles","California","92363","7603264440","October 9th, 2015",2015,"medical","http://weedmaps.com/dispensaries/ontana-planet-green#/details",1,107,170
878670994,"Clean Green 40 CAP 5G FTP","800 West Carson Street, suite 33 (Go past the first shop, we are the second one in the back)","Torrance","California","90502","3104028106","April 27th, 2015",2015,"medical","http://weedmaps.com/dispensaries/clean-green-40-cap-5g-ftp#/details",1,107,170
445264078,"Green Earth Farmacie","6811 WOODMAN AVE.","Van Nuys","California","91405","8189941045","January 3rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/van-nuys-91405#/details",1,107,170
889593398,"AHHSWEHO (Alternative Herbal Health Services)","7828 Santa Monica Blvd.","West Hollywood","California","90046","3236548792","May 22nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/alternative-herbal-health-services#/details",1,47,170
438366567,"THC - The Healing Center","1400 Needles Hwy. Unit 100","Needles","California","92363","7604472663","July 3rd, 2010",2010,"medical","http://weedmaps.com/dispensaries/thc-the-healing-center-needles-walk-in#/details",1,17,170
322914162,"540 Collective","7809 S Western Ave","Los Angeles","California","90047","5623403258","August 25th, 2014",2014,"medical","http://weedmaps.com/dispensaries/mr-nice-pre-ico#/details",1,65,170
753808995,"LAXCC  PRE-ICO","8332 Lincoln Blvd.","Los Angeles","California","90045","13104399189","February 12th, 2015",2015,"medical","http://weedmaps.com/dispensaries/premium-pacific#/details",1,107,170
561541880,"Higher Level of Care","26555 Carmel Rancho Blvd., Suite #3","Carmel","California","93923","8316201990","November 21st, 2013",2013,"medical","http://weedmaps.com/dispensaries/higher-level-mmj#/details",1,47,170
171319511,"Lucky Greens Collective","N/A","N/A","California","N/A","6193451314","February 15th, 2014",2014,"medical","http://weedmaps.com/dispensaries/cloud-9-collective#/details",1,65,170
812882358,"Discount Hunter","1042 S Santa Fe Ave","Vista","California","92084","4422327371","September 9th, 2015",2015,"medical","http://weedmaps.com/dispensaries/vista-discount-hunter#/details",1,107,170
669396787,"BEACH Center - South Bay","1115 West 190th St.","Torrance","California","90248","3108214420","February 10th, 2016",2016,"medical","http://weedmaps.com/dispensaries/beach-center#/details",1,18,170
482884956,"DESERT ORGANIC SOLUTIONS - Palm Springs 92258","19486 Newhall Road","North Palm Springs","California","92258","7602884000","September 27th, 2012",2012,"medical","http://weedmaps.com/dispensaries/desert-organic-solutions#/details",1,16,170
787368859,"New Age Compassion Care Center","1719 Pacific Coast Highway","Lomita","California","90717","3102570011","November 11th, 2014",2014,"medical","http://weedmaps.com/dispensaries/new-age-compassion-care#/details",1,65,170
392510016,"Organic Alternatives","346 E Mountain Avenue","Fort Collins","Colorado","80524","9704827100","August 24th, 2010",2010,"recreational","http://weedmaps.com/dispensaries/organic-alternatives#/details",1,17,43
775687063,"Roots Rx Aspen","400 E. Hyman Unit A102","Aspen","Colorado","81611","9709009333","December 29th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/roots-rx-aspen#/details",1,107,43
396254097,"Native Roots Frisco","861 North Summit Blvd","Frisco","Colorado","80443","9703686024","March 18th, 2010",2010,"medical","http://weedmaps.com/dispensaries/native-roots-summit-medical-frisco-silverthorne#/details",1,17,43
980460212,"Native Roots Downtown","1555 Champa St","Denver","Colorado","80202","3036231900","January 17th, 2011",2011,"medical","http://weedmaps.com/dispensaries/native-roots-apothecary#/details",1,23,43
745133246,"Terrapin Care Station - 33rd Ave. - Adult Use","11900 East 33rd Ave.","Aurora","Colorado","80010","3039548402","April 19th, 2011",2011,"recreational","http://weedmaps.com/dispensaries/terrapin-care-station-aurora-33rd-ave-recreational-adult-use#/details",1,23,43
285224438,"Herbal Bliss","842 North Summit Blvd (Unit 13)","Frisco","Colorado","80443","9706683514","August 25th, 2014",2014,"recreational","http://weedmaps.com/dispensaries/herbal-bliss#/details",1,65,43
398550220,"LaContes Clone Bar + Dispensary Medical","5194 Washington St","Denver","Colorado","80216","3032922252","January 10th, 2015",2015,"medical","http://weedmaps.com/dispensaries/lacontescbd#/details",1,107,43
265777825,"Green Man Cannabis - Recreational","7289 E. Hampden Ave","Denver","Colorado","80224","7203825950","January 22nd, 2016",2016,"recreational","http://weedmaps.com/dispensaries/green-man-cannabis-recreational-2#/details",1,18,43
232611200,"Native Roots Vail/Beaver Creek","41290 Hwy 6 Bldg. 5","Avon","Colorado","81620","9704704079","December 3rd, 2014",2014,"medical","http://weedmaps.com/dispensaries/native-roots-vail-2#/details",1,65,43
341134523,"The 64 Store","502 West Colorado Ave","Colorado Springs","Colorado","80905","7196020640","January 20th, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-64-store#/details",1,107,43
452282162,"The Clinic Highlands - Medical","3460 W. 32nd Ave","Denver","Colorado","80211","3039977130","February 20th, 2010",2010,"medical","http://weedmaps.com/dispensaries/the-clinic-highlands#/details",1,17,43
381853053,"Sedgwick Alternative Relief","107 Main Ave","Sedgwick","Colorado","80749","9704635328","November 13th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/sedgwich-alternative-relief#/details",1,107,43
361204515,"ORGANIX - Adult Use","1795 Airport Rd Unit A2","Breckenridge","Colorado","80424","9704531340","June 11th, 2014",2014,"recreational","http://weedmaps.com/dispensaries/organix-adult-use#/details",1,65,43
351044032,"Native Roots Aspen","308 S. Hunter Street","Aspen","Colorado","81611","9704294443","July 6th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/native-roots-aspen#/details",1,107,43
347475042,"Infinite Wellness Center - Adult Use","900 North College","Fort Collins","Colorado","80524","9704848380","January 31st, 2013",2013,"recreational","http://weedmaps.com/dispensaries/infinite-wellness-center-2#/details",1,47,43
813926864,"Pueblo West Organics - Adult Use","609 E Enterprise Dr Ste 130","Pueblo West","Colorado","81007","7196472043","May 31st, 2013",2013,"recreational","http://weedmaps.com/dispensaries/pueblo-west-organics-2#/details",1,47,43
255536494,"Cannabicare","1466 Woolsey Heights","Colorado Springs","Colorado","80915","7195732262","August 30th, 2013",2013,"medical","http://weedmaps.com/dispensaries/cannabicare#/details",1,47,43
624737100,"ANIMAS HERBAL RECREATIONAL","1111 CAMINO DEL RIO ste 5","DURANGO","Colorado","81301","9703858622","August 27th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/animas-herbal-wellness-center#/details",1,107,43
960372863,"The Station","3005 28th Street","Boulder","Colorado","80302","3034420892","February 9th, 2016",2016,"recreational","http://weedmaps.com/dispensaries/the-station#/details",1,18,43
490067962,"The Green Stop","130 Maine St","Log Lane Village","Colorado","80705","970867STOP7867","August 2nd, 2013",2013,"recreational","http://weedmaps.com/dispensaries/the-green-stop#/details",1,47,43
103699120,"Breckenridge Organic Therapy - Adult Use 21+","1900 Airport Rd, Suite A1","Breckenridge","Colorado","80424","9704530420","February 20th, 2016",2016,"recreational","http://weedmaps.com/dispensaries/breckenridge-organic-therapy#/details",1,18,43
423687521,"LiveGreen Edgewater - Recreational","2517 Sheridan Blvd.","Edgewater","Colorado","80214","7209209617","August 8th, 2011",2011,"recreational","http://weedmaps.com/dispensaries/bud-med-health-centers-patients-choice-partner#/details",1,23,43
119128394,"LaContes Clone Bar + Dispensary - Central Medical","105 E 7th Ave","Denver","Colorado","80203","3032922252Press2","November 13th, 2015",2015,"medical","http://weedmaps.com/dispensaries/lacontes-clone-bar-dispensary-central#/details",1,107,43
110481385,"Native Roots Littleton","7870 W. Quincy Ave","Denver","Colorado","80123","303933HERB4372","March 3rd, 2011",2011,"medical","http://weedmaps.com/dispensaries/native-roots-littleton#/details",1,23,43
275628785,"The Clinic on Colfax - Recreational","4625 E. Colfax Ave","Denver","Colorado","80220","3033333644","August 31st, 2015",2015,"recreational","http://weedmaps.com/dispensaries/the-clinic-on-colfax-recreational#/details",1,107,43
596847254,"Native Roots - Longmont","19 S. Sunset Street","Longmont","Colorado","80501","7203404870","March 16th, 2015",2015,"medical","http://weedmaps.com/dispensaries/native-roots-longmont-medical#/details",1,107,43
564508367,"The Clinic on Wadsworth - Medical","3600 S. Wadsworth Blvd","Lakewood","Colorado","80235","3034848853","April 14th, 2014",2014,"medical","http://weedmaps.com/dispensaries/the-clinic-on-wadsworth#/details",1,65,43
310382212,"Fox Street Wellness - 21+","4773 Fox Street","Denver","Colorado","80216","7208817460","October 12th, 2015",2015,"medical","http://weedmaps.com/dispensaries/fox-street-wellness#/details",1,107,43
266891382,"Natures Medicine Salida","230 West 16th Street","Salida","Colorado","81201","7195393207","March 8th, 2016",2016,"recreational","http://weedmaps.com/dispensaries/natures-medicine-salida#/details",1,18,43
481233639,"Rocky Mountain Remedies - Recreational","2730 Downhill Plaza #106","Steamboat Springs","Colorado","80487","9708712768","December 4th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/rocky-mountain-remedies-adult-use#/details",1,107,43
783448329,"Strawberry Fields - Medical","3404 West Colorado Avenue","Colorado Springs","Colorado","80904","7194712837","November 23rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/strawberryfields#/details",1,107,43
972630830,"MiNDFUL","1017 N 2nd Street","Berthoud","Colorado","80513","9706446550","May 9th, 2010",2010,"medical","http://weedmaps.com/dispensaries/mindful#/details",1,17,43
794893139,"The Clinic Colorado - Medical","3888 E Mexico Ave. #110","Denver","Colorado","80210","3037589114","July 16th, 2011",2011,"medical","http://weedmaps.com/dispensaries/the-clinic-colorado-denver#/details",1,23,43
630106196,"SANTE - Durango","742 1/2 Main Ave.","Durango","Colorado","81301","9703752837","June 3rd, 2013",2013,"recreational","http://weedmaps.com/dispensaries/sante-alternative-wellness#/details",1,47,43
153010358,"Mountain Medicinals Retail Center - Recreational","2313 Colorado Blvd","Idaho Springs","Colorado","80452","3035670420","November 20th, 2010",2010,"recreational","http://weedmaps.com/dispensaries/mountain-medicinals-wellness-center-recreational#/details",1,17,43
772721420,"Buds, Ltd.","104 Cardinal Way","Parachute","Colorado","81635","9702859307","January 20th, 2016",2016,"recreational","http://weedmaps.com/dispensaries/buds-ltd#/details",1,18,43
824646535,"Headquarters Cannabis Company Longmont - Recreational","4497 Ute Highway","Longmont","Colorado","80503","3038235143","November 9th, 2011",2011,"recreational","http://weedmaps.com/dispensaries/headquarters-cannabis-company-recreational-longmont#/details",1,23,43
899658414,"Trinidad's HIgher Calling U","1000 Independence Road","Trinidad","Colorado","81082","7198460420","April 14th, 2014",2014,"recreational","http://weedmaps.com/dispensaries/trinidads-higher-calling-u#/details",1,65,43
633489678,"Natural Mystic Wellness Center","204 E Main St./ PO Box 1881","Buena Vista","Colorado","81211","719.395.6226","January 22nd, 2014",2014,"medical","http://weedmaps.com/dispensaries/natural-mystic-wellness-center#/details",1,65,43
718612704,"Maggies Farm Pueblo East - Adult Use","1400 Santa Fe Dr.","Pueblo","Colorado","81006","7195821925","December 4th, 2012",2012,"recreational","http://weedmaps.com/dispensaries/maggies-farm-pueblo-east#/details",1,16,43
171247991,"High Country Healing Eagle/Vail","40801 US HWY 6 Unit 5","Eagle-Vail","Colorado","81620","9704704794","January 19th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/high-country-healing-2-2-2#/details",1,107,43
584002019,"Faragosi Farms","118 Santa Fe Trail","Trinidad","Colorado","81082","7198462310","August 21st, 2014",2014,"recreational","http://weedmaps.com/dispensaries/faragosi-farms#/details",1,65,43
462284322,"Fresh Baked Dispensary Boulder - Adult Use","2539 Pearl Street","Boulder","Colorado","80302","303.440.9393","November 11th, 2009",2009,"recreational","http://weedmaps.com/dispensaries/boulder-fresh-baked-dispensary#/details",1,5,43
527818087,"PDI Medical","1623 Barclay Blvd","Buffalo Grove","Illinois","60089","2243779734","July 12th, 2013",2013,"medical","http://weedmaps.com/dispensaries/pdi-medical#/details",1,47,1
766448433,"NETA - Northampton","118 Conz St.","Northampton","Massachusetts","01060","4137278415","April 9th, 2015",2015,"medical","http://weedmaps.com/dispensaries/new-england-treatment-access#/details",1,107,1
988261275,"U.P. Premier Caregivers","5th Street","Calumet","Michigan","49913","emailustobecomeapatient","September 18th, 2013",2013,"medical","http://weedmaps.com/dispensaries/u-p-caregivers#/details",1,47,19
332290036,"Lakeshore Alternatives","6155 Blue Star Highway","Saugatuck","Michigan","49453","2698571188","April 27th, 2010",2010,"medical","http://weedmaps.com/dispensaries/lakeshore-alternatives#/details",1,17,19
109119036,"Cloud 45","2631 South Otsego Ave","Gaylord","Michigan","49735","9894482029","December 2nd, 2014",2014,"medical","http://weedmaps.com/dispensaries/cloud-45#/details",1,65,19
131631467,"The Kushion Provisions Center - Kushion Prov","1723 E Michigan Ave","Lansing","Michigan","48912","5176572932","July 13th, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-kushion-provisions-center-kushion-prov#/details",1,107,19
156690125,"Green Door Alternative","7304 Michigan Ave","Detroit","Michigan","48210","3132549468","December 9th, 2014",2014,"medical","http://weedmaps.com/dispensaries/green-door-alternative#/details",1,65,19
170276002,"Pure Options","6030 South Pennsylvania Ave. #8","Lansing","Michigan","48911","5177211439","September 23rd, 2015",2015,"medical","http://weedmaps.com/dispensaries/pure-options#/details",1,107,19
166153444,"Michigan Wellness Group","16900 W.Warren","Detroit","Michigan","48228","313436.1912","May 3rd, 2013",2013,"medical","http://weedmaps.com/dispensaries/michigan-wellness-group#/details",1,47,19
431856243,"Pure West","840 N. Black River Dr. Suite #80","Holland","Michigan","49424","6164664204","January 29th, 2016",2016,"medical","http://weedmaps.com/dispensaries/pure-west#/details",1,18,19
639525396,"CannaCure","50 Ecorse Road, Suite B","Ypsilanti","Michigan","48198","7344841990","March 19th, 2011",2011,"medical","http://weedmaps.com/dispensaries/cannacure#/details",1,23,19
136413250,"AllWell Natural Health","845 S. Otsego Ave.","Gaylord","Michigan","49735","9894482657","August 2nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/allwell-natural-health#/details",1,47,19
766524485,"The Barn","3491 East Bristol Rd.","Burton","Michigan","48529","8107421500","October 1st, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-barn#/details",1,107,19
888008329,"Herbal Solutions","124 West Michigan Avenue","Ypsilanti","Michigan","48197","7344878421","April 12th, 2009",2009,"medical","http://weedmaps.com/dispensaries/herbal-solutions-ypsi#/details",1,5,19
561665757,"Helping Hand Holistic Center","20245 Van Dyke Ave.","Detroit","Michigan","48234","313.733.6693","December 18th, 2015",2015,"medical","http://weedmaps.com/dispensaries/helpinghandholisticcenter#/details",1,107,19
770618377,"The Green Room","18495 Mack Ave","Detroit","Michigan","48236","3134236892FREE8TH1STTIMEPATIENTS","July 14th, 2014",2014,"medical","http://weedmaps.com/dispensaries/the-green-room-4#/details",1,65,19
790718971,"Green Pharm","7455 Gratiot Ave next to Boost Mobile","Detroit","Michigan","48213","3133320717","March 2nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/green-pharm-clinic#/details",1,47,19
222469777,"FireHouse","8941 W 8 Mile Road","Detroit","Michigan","48221","3136462903","February 25th, 2013",2013,"medical","http://weedmaps.com/dispensaries/firehouse-2-2#/details",1,47,19
844520110,"Hemphill Wellness Center","3365 Associates Drive","Burton","Michigan","48529","8108203812","May 13th, 2010",2010,"medical","http://weedmaps.com/dispensaries/hemphill-wellness-center#/details",1,17,19
277441645,"FUEGO","12632 E 8 MILE RD","DETROIT","Michigan","48205","3138214350","August 27th, 2013",2013,"medical","http://weedmaps.com/dispensaries/fuego#/details",1,47,19
279001824,"S\u0026B Holistic Center","20477 Schaefer Hwy","Detroit","Michigan","48235","3133402253","June 1st, 2012",2012,"medical","http://weedmaps.com/dispensaries/shakeandbake#/details",1,16,19
713776222,"Nevada Medical Marijuana","3195 St Rose Pkwy suite 212","Henderson","Nevada","89052","7022984820","March 21st, 2015",2015,"medical","http://weedmaps.com/dispensaries/nevada-medical-marijuana#/details",1,107,7
165216991,"Nevada Medical Marijuana","1975 S. Casino Dr.","Laughlin","Nevada","89029","7022984810","November 30th, 2011",2011,"medical","http://weedmaps.com/dispensaries/nevada-medical-marijuana-2#/details",1,23,7
640193561,"Silver State Relief","175 E. Greg St","Sparks","Nevada","89431","7754407777","May 22nd, 2013",2013,"medical","http://weedmaps.com/dispensaries/silver-state-relief#/details",1,47,7
571385991,"Essence Dispensary | The Strip","2307 Las Vegas Blvd S.","Las Vegas","Nevada","89104","7029787739","March 10th, 2015",2015,"medical","http://weedmaps.com/dispensaries/essence-dispensary-the-strip#/details",1,107,7
829890705,"Sierra Wellness Connection","1605 East 2nd Street Suite #103","Reno","Nevada","89502","775.473.9994","September 15th, 2015",2015,"medical","http://weedmaps.com/dispensaries/sierra-wellness-connection#/details",1,107,7
765017016,"NevadaPURE\u2122","4380 Boulder Hwy","Las Vegas","Nevada","89121","7024444824","December 7th, 2015",2015,"medical","http://weedmaps.com/dispensaries/nevadapure#/details",1,107,7
180680937,"Sahara Wellness - Las Vegas","420 E Sahara Avenue","Las Vegas","Nevada","89104","7024785533","August 19th, 2015",2015,"medical","http://weedmaps.com/dispensaries/sahara-wellness#/details",1,107,7
489741683,"CG Corrigan","30 East Frontage Road","Placitas","New Mexico","87043","5059335599","January 7th, 2016",2016,"medical","http://weedmaps.com/dispensaries/cg-corrigan-2#/details",1,18,2
571507776,"CG Corrigan - Gulton","6614 Gulton Court NE","Albuquerque","New Mexico","87109","5059335599","July 8th, 2014",2014,"medical","http://weedmaps.com/dispensaries/cg-corrigan-gulton-2#/details",1,65,2
788839219,"Mandy's Med Club","335 Highway 99 South","Cottage Grove","Oregon","97424","5419425047","August 7th, 2010",2010,"medical","http://weedmaps.com/dispensaries/mandy-s-med-club#/details",1,17,16
736348871,"Sweet Relief - Astoria","1444 Commercial St.","Astoria","Oregon","97103","5034680881","January 8th, 2014",2014,"medical","http://weedmaps.com/dispensaries/sweet-relief-natural-medicine#/details",1,65,16
507280973,"Banana Belt Safe Access Center","16399 Lower Harbor Road","Harbor","Oregon","97415","5418132503","August 24th, 2014",2014,"medical","http://weedmaps.com/dispensaries/banana-belt-safe-access-center-2#/details",1,65,16
732022609,"Mountain View Naturals","1020 Wasco Ave Suite E","Hood River","Oregon","97031","5414363333","August 31st, 2015",2015,"medical","http://weedmaps.com/dispensaries/mountain-view-naturals#/details",1,107,16
916492223,"Silver Stem Cannabis","1926 NE 40th Ave","Portland","Oregon","97212","5032082074","September 11th, 2013",2013,"medical","http://weedmaps.com/dispensaries/silver-stem-cannabis#/details",1,47,16
215904592,"SkunkRx","8979 Rogue River Hwy","Rogue River","Oregon","97527","5412990599","October 21st, 2015",2015,"medical","http://weedmaps.com/dispensaries/skunkrx#/details",1,107,16
189118776,"The Green Planet","10020 SW Canyon Rd","Beaverton","Oregon","97225","5032921240","July 1st, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-green-planet#/details",1,107,16
727054532,"Sweet Relief - Port Astordam","65 Port Way Street","Astoria","Oregon","97103","5037417626","July 31st, 2015",2015,"medical","http://weedmaps.com/dispensaries/sweet-relief-port-astordam#/details",1,107,16
856946439,"Jenny's Dispensary","932 NE 3rd St","Bend","Oregon","97701","5417972120","August 29th, 2015",2015,"medical","http://weedmaps.com/dispensaries/jenny-s-dispensary-2#/details",1,107,16
121739606,"Stone Age Farmacy","8621 SW Canyon Dr","Portland","Oregon","97225","5032068785","July 8th, 2015",2015,"medical","http://weedmaps.com/dispensaries/the-stone-age-pharmacy-pdx#/details",1,107,16
632989533,"TJ's Organic Provisions","1910 Empire Park Drive","Eugene","Oregon","97402","5415057105","December 11th, 2015",2015,"medical","http://weedmaps.com/dispensaries/tj-s-organic-provisions#/details",1,107,16
397340074,"Madrone Cannabis Club","481 Appplegate Way","Ashland","Oregon","97520","5417086480","September 9th, 2015",2015,"medical","http://weedmaps.com/dispensaries/madrone-cannabis-club#/details",1,107,16
363505810,"Happy Leaf","1301 NE Broadway","Portland","Oregon","97232","9718000420","January 7th, 2011",2011,"medical","http://weedmaps.com/dispensaries/happy-leaf#/details",1,23,16
634253331,"Brothers Cannabis Club","3609 SE Division St","Portland","Oregon","97202","5038948001","July 13th, 2015",2015,"medical","http://weedmaps.com/dispensaries/brothers-portland#/details",1,107,16
642503170,"Puddletown Organics","8201 SE Powell Blvd, Suite F","Portland","Oregon","97266","5035586321","February 20th, 2015",2015,"medical","http://weedmaps.com/dispensaries/puddletown-organics-2-2#/details",1,107,16
691351960,"i and i - Newport","452 SW Bay Blvd","Newport","Oregon","97365","5412164999","July 22nd, 2015",2015,"medical","http://weedmaps.com/dispensaries/i-and-i-newport#/details",1,107,16
338118719,"Thomas C. Slater Compassion Center","1 Corliss Street","Providence","Rhode Island","02904","4012741000","July 22nd, 2015",2015,"medical","http://weedmaps.com/dispensaries/thomas-c-slater-compassion-center#/details",1,107,1
490818388,"Pacific Green \u0026 Delivery - Puyallup","6223 112th St E","Puyallup","Washington","98373","2532564223","January 21st, 2012",2012,"medical","http://weedmaps.com/dispensaries/pacific-green-puyallup#/details",1,16,26
934834262,"Green Leaf Recreational","4220 Meridian St. North","Bellingham","Washington","98226","3605262198","February 15th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/greenleaf-2#/details",1,107,26
375218882,"TIN Collective","4502 S Union Ave","Tacoma","Washington","98409","2534261289","May 3rd, 2013",2013,"medical","http://weedmaps.com/dispensaries/tin-collective#/details",1,47,26
767292015,"Cured Cooperative","7826 N Market St. Suite E","Spokane","Washington","99217","5098082800","May 24th, 2015",2015,"medical","http://weedmaps.com/dispensaries/cured#/details",1,107,26
461878096,"Emerald Haze Cannabis Emporium - Renton","4033 NE Sunset Blvd Suite #5","Renton","Washington","98056","4257934293","December 13th, 2015",2015,"recreational","http://weedmaps.com/dispensaries/emerald-haze-cannabis-emporium#/details",1,107,26
469523676,"Longview Freedom Market - Recreational","971 14th Ave.","Longview","Washington","98632","3607033229","August 25th, 2008",2008,"recreational","http://weedmaps.com/dispensaries/longview-freedom-market-recreational#/details",1,2,26
484663436,"Greenside Recreational - Kent","23407 Pacific Hwy South","Kent / Des Moines","Washington","98198","2068786470","September 4th, 2012",2012,"recreational","http://weedmaps.com/dispensaries/greenside-des-moines#/details",1,16,26
